id,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
14938,AirAsia,I5-744,Delhi,Morning,one,Night,Chennai,Economy,12.0,14,7426
14939,Indigo,6E-7118,Hyderabad,Early_Morning,one,Afternoon,Chennai,Economy,6.75,41,1543
14940,GO_FIRST,G8-363,Mumbai,Night,one,Morning,Bangalore,Economy,11.33,37,4618
14941,Indigo,6E-152,Delhi,Morning,one,Evening,Bangalore,Economy,6.42,34,4007
14942,Indigo,6E-2154,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.08,23,2844
14943,Air_India,AI-767,Delhi,Afternoon,one,Late_Night,Bangalore,Business,13.67,28,52522
14944,Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Bangalore,Business,11.67,6,60978
14945,Indigo,6E-186,Delhi,Afternoon,one,Night,Bangalore,Economy,10.5,19,3587
14946,Vistara,UK-988,Mumbai,Night,one,Evening,Kolkata,Economy,21.17,45,5949
14947,Vistara,UK-986,Mumbai,Night,one,Evening,Kolkata,Economy,20.83,25,5949
14948,GO_FIRST,G8-422,Delhi,Evening,zero,Night,Hyderabad,Economy,2.25,43,2098
14949,GO_FIRST,G8-532,Kolkata,Morning,one,Evening,Delhi,Economy,8.92,14,6488
14950,GO_FIRST,G8-363,Mumbai,Night,one,Morning,Kolkata,Economy,10.0,34,5310
14951,Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Mumbai,Business,11.08,44,62524
14952,Air_India,AI-9885,Hyderabad,Morning,two_or_more,Afternoon,Bangalore,Economy,25.75,10,13446
14953,Vistara,UK-860,Hyderabad,Early_Morning,zero,Morning,Delhi,Economy,2.17,21,2350
14954,Vistara,UK-879,Delhi,Evening,one,Night,Mumbai,Economy,5.33,15,5542
14955,Air_India,AI-809,Mumbai,Morning,one,Afternoon,Chennai,Economy,26.67,21,4732
14956,Indigo,6E-6739,Delhi,Evening,zero,Evening,Chennai,Economy,2.83,22,2637
14957,GO_FIRST,G8-7538,Mumbai,Evening,zero,Evening,Delhi,Economy,2.08,18,2339
14958,Vistara,UK-893,Bangalore,Evening,two_or_more,Evening,Kolkata,Economy,22.17,48,7106
14959,Vistara,UK-826,Chennai,Afternoon,one,Morning,Hyderabad,Economy,20.58,49,8640
14960,Indigo,6E-201,Bangalore,Evening,zero,Night,Kolkata,Economy,2.67,8,5178
14961,Air_India,AI-402,Kolkata,Morning,one,Morning,Hyderabad,Economy,24.08,27,4724
14962,Air_India,AI-538,Chennai,Night,one,Morning,Mumbai,Economy,13.83,23,5617
14963,Air_India,AI-868,Delhi,Evening,one,Night,Kolkata,Business,5.67,31,53209
14964,Indigo,6E-2516,Kolkata,Evening,zero,Evening,Delhi,Economy,2.5,33,3999
14965,SpiceJet,SG-337,Kolkata,Morning,one,Morning,Mumbai,Economy,25.33,25,6590
14966,Air_India,AI-541,Hyderabad,Evening,one,Morning,Mumbai,Economy,17.92,38,4783
14967,Indigo,6E-886,Bangalore,Morning,one,Evening,Delhi,Economy,8.83,17,4913
14968,Vistara,UK-902,Mumbai,Afternoon,one,Morning,Chennai,Business,18.17,9,61933
14969,Air_India,AI-565,Bangalore,Afternoon,one,Night,Delhi,Economy,29.17,33,5804
14970,Vistara,UK-994,Mumbai,Morning,one,Evening,Hyderabad,Business,6.58,8,58125
14971,AirAsia,I5-820,Bangalore,Afternoon,one,Late_Night,Delhi,Economy,9.33,42,2723
14972,Vistara,UK-874,Hyderabad,Morning,one,Night,Delhi,Economy,12.17,8,10806
14973,Air_India,AI-543,Hyderabad,Morning,one,Morning,Bangalore,Business,21.58,24,56590
14974,Vistara,UK-824,Chennai,Night,one,Morning,Bangalore,Economy,12.33,20,4755
14975,Indigo,6E-6463,Mumbai,Early_Morning,zero,Morning,Bangalore,Economy,1.58,28,2124
14976,Vistara,UK-814,Bangalore,Night,one,Evening,Hyderabad,Economy,22.75,14,11383
14977,GO_FIRST,G8-241,Bangalore,Evening,one,Late_Night,Chennai,Economy,8.0,12,9798
14978,Air_India,AI-698,Hyderabad,Night,one,Morning,Delhi,Economy,12.0,12,11593
14979,Air_India,AI-615,Mumbai,Early_Morning,one,Morning,Delhi,Business,27.25,33,41101
14980,Air_India,AI-625,Mumbai,Morning,one,Morning,Delhi,Economy,26.08,36,5219
14981,Indigo,6E-761,Delhi,Evening,one,Night,Kolkata,Economy,4.17,9,5955
14982,Air_India,AI-402,Kolkata,Morning,one,Evening,Mumbai,Business,9.58,17,50271
14983,Indigo,6E-626,Hyderabad,Afternoon,one,Evening,Chennai,Economy,4.33,33,1543
14984,Air_India,AI-774,Mumbai,Night,one,Night,Bangalore,Business,23.92,24,55982
14985,Air_India,AI-640,Bangalore,Early_Morning,one,Afternoon,Kolkata,Business,29.42,34,51817
14986,GO_FIRST,G8-792,Kolkata,Evening,one,Late_Night,Hyderabad,Economy,7.33,40,5018
14987,Air_India,AI-774,Mumbai,Night,one,Morning,Delhi,Economy,12.33,17,5269
14988,AirAsia,I5-510,Kolkata,Early_Morning,one,Morning,Chennai,Economy,3.92,34,5465
14989,Indigo,6E-6345,Bangalore,Afternoon,one,Evening,Mumbai,Economy,6.92,4,12953
14990,Indigo,6E-354,Mumbai,Afternoon,one,Evening,Kolkata,Economy,6.5,26,6611
14991,GO_FIRST,G8-331,Mumbai,Morning,one,Night,Hyderabad,Economy,11.83,4,4262
14992,AirAsia,I5-1517,Hyderabad,Evening,one,Late_Night,Delhi,Economy,9.58,43,2695
14993,Vistara,UK-836,Chennai,Morning,one,Night,Hyderabad,Business,10.17,33,66779
14994,Indigo,6E-528,Bangalore,Evening,one,Late_Night,Delhi,Economy,8.83,10,11583
14995,GO_FIRST,G8-336,Delhi,Afternoon,one,Late_Night,Bangalore,Economy,9.67,46,4020
14996,Indigo,6E-6113,Chennai,Afternoon,one,Night,Delhi,Economy,8.67,13,7877
14997,Vistara,UK-963,Delhi,Morning,one,Early_Morning,Hyderabad,Business,23.0,10,53937
14998,Air_India,AI-569,Chennai,Early_Morning,one,Night,Delhi,Economy,17.42,30,3916
14999,SpiceJet,SG-8207,Delhi,Evening,one,Morning,Bangalore,Economy,14.75,19,3737
15000,Indigo,6E-6128,Kolkata,Early_Morning,one,Afternoon,Hyderabad,Economy,7.0,11,10217
15001,Air_India,AI-9745,Kolkata,Morning,one,Evening,Mumbai,Economy,5.83,29,4846
15002,Indigo,6E-847,Chennai,Evening,one,Late_Night,Mumbai,Economy,8.08,16,2857
15003,SpiceJet,SG-611,Mumbai,Early_Morning,one,Morning,Kolkata,Economy,26.75,12,7412
15004,Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,14.42,2,50810
15005,Vistara,UK-820,Bangalore,Evening,one,Morning,Mumbai,Business,17.33,4,77196
15006,Vistara,UK-822,Chennai,Morning,one,Night,Bangalore,Business,11.17,25,44144
15007,Air_India,AI-542,Delhi,Morning,one,Night,Bangalore,Economy,12.5,30,3621
15008,Air_India,AI-503,Bangalore,Evening,one,Morning,Hyderabad,Business,18.08,18,56476
15009,Air_India,AI-538,Chennai,Night,one,Night,Kolkata,Economy,26.0,22,5309
15010,Vistara,UK-771,Mumbai,Early_Morning,one,Evening,Delhi,Business,10.75,27,69101
15011,Vistara,UK-830,Hyderabad,Morning,one,Evening,Kolkata,Economy,9.25,5,11319
15012,Vistara,UK-810,Bangalore,Early_Morning,one,Night,Hyderabad,Business,15.92,38,56588
15013,Vistara,UK-838,Chennai,Night,one,Morning,Bangalore,Economy,13.75,29,6437
15014,Indigo,6E-5217,Mumbai,Evening,one,Late_Night,Chennai,Economy,8.08,34,1890
15015,Indigo,6E-6113,Chennai,Afternoon,one,Late_Night,Mumbai,Economy,10.08,10,7982
15016,Vistara,UK-852,Mumbai,Afternoon,two_or_more,Night,Chennai,Economy,10.58,34,8219
15017,Indigo,6E-404,Kolkata,Evening,zero,Night,Delhi,Economy,2.42,48,3999
15018,AirAsia,I5-1562,Bangalore,Afternoon,one,Night,Kolkata,Economy,7.5,21,3393
15019,Vistara,UK-824,Chennai,Night,one,Morning,Kolkata,Business,13.17,46,54896
15020,Air_India,AI-538,Chennai,Night,one,Night,Bangalore,Business,23.75,2,65309
15021,Vistara,UK-940,Mumbai,Evening,one,Evening,Bangalore,Economy,21.25,35,6450
15022,Vistara,UK-838,Chennai,Night,one,Early_Morning,Mumbai,Economy,10.83,21,4413
15023,AirAsia,I5-1731,Bangalore,Night,one,Late_Night,Delhi,Economy,5.58,25,2723
15024,Vistara,UK-941,Delhi,Evening,one,Evening,Kolkata,Economy,27.17,13,12990
15025,Vistara,UK-985,Delhi,Evening,one,Evening,Kolkata,Business,21.0,15,73369
15026,Air_India,AI-698,Hyderabad,Night,one,Evening,Delhi,Business,21.08,30,39499
15027,Vistara,UK-880,Hyderabad,Afternoon,one,Morning,Kolkata,Business,20.17,49,51819
15028,Vistara,UK-838,Chennai,Night,one,Evening,Bangalore,Business,19.92,18,60260
15029,Indigo,6E-354,Mumbai,Afternoon,one,Night,Bangalore,Economy,8.0,39,2124
15030,Vistara,UK-893,Bangalore,Evening,one,Afternoon,Delhi,Economy,19.75,42,3346
15031,Indigo,6E-7211,Hyderabad,Morning,one,Afternoon,Bangalore,Economy,3.92,45,3374
15032,Vistara,UK-899,Delhi,Afternoon,one,Morning,Mumbai,Business,19.25,41,41281
15033,Vistara,UK-963,Delhi,Morning,one,Night,Hyderabad,Economy,12.08,27,6172
15034,Indigo,6E-5336,Delhi,Afternoon,one,Night,Kolkata,Economy,7.92,14,5955
15035,Vistara,UK-953,Delhi,Night,one,Evening,Bangalore,Business,22.58,4,65641
15036,Vistara,UK-994,Mumbai,Morning,one,Night,Bangalore,Business,10.0,21,66928
15037,GO_FIRST,G8-125,Kolkata,Evening,one,Early_Morning,Bangalore,Economy,10.25,20,4049
15038,Air_India,AI-809,Mumbai,Morning,one,Night,Kolkata,Business,12.33,14,49725
15039,Vistara,UK-826,Chennai,Afternoon,one,Evening,Kolkata,Business,7.42,11,54896
15040,Air_India,AI-560,Delhi,Morning,one,Morning,Mumbai,Business,25.5,32,41113
15041,Indigo,6E-7223,Bangalore,Afternoon,one,Night,Kolkata,Economy,7.92,1,22503
15042,Air_India,AI-440,Chennai,Early_Morning,two_or_more,Evening,Bangalore,Economy,10.92,4,15126
15043,Air_India,AI-839,Delhi,Night,one,Night,Mumbai,Business,26.5,36,41113
15044,Air_India,AI-809,Mumbai,Morning,one,Night,Bangalore,Business,10.08,45,54608
15045,Vistara,UK-836,Chennai,Morning,one,Evening,Hyderabad,Business,9.17,11,51457
15046,Air_India,AI-569,Chennai,Early_Morning,one,Night,Delhi,Economy,17.42,44,3916
15047,Vistara,UK-970,Mumbai,Morning,one,Evening,Kolkata,Business,10.83,4,82989
15048,Vistara,UK-977,Delhi,Evening,one,Evening,Kolkata,Business,22.0,48,75721
15049,Indigo,6E-6113,Chennai,Afternoon,one,Late_Night,Kolkata,Economy,9.67,26,4541
15050,Vistara,UK-651,Mumbai,Evening,one,Evening,Kolkata,Economy,27.5,44,14640
15051,Indigo,6E-2373,Delhi,Afternoon,one,Evening,Bangalore,Economy,5.17,28,7089
15052,Air_India,AI-763,Kolkata,Early_Morning,zero,Morning,Delhi,Business,2.25,3,29630
15053,SpiceJet,SG-339,Delhi,Afternoon,one,Morning,Bangalore,Economy,19.83,31,7685
15054,Indigo,6E-574,Mumbai,Evening,zero,Night,Delhi,Economy,1.83,22,2738
15055,Air_India,AI-442,Mumbai,Afternoon,one,Night,Kolkata,Economy,6.92,48,4556
15056,Vistara,UK-870,Hyderabad,Night,one,Afternoon,Mumbai,Economy,17.42,13,10069
15057,Vistara,UK-874,Hyderabad,Morning,one,Morning,Kolkata,Business,25.17,28,48851
15058,Vistara,UK-873,Mumbai,Early_Morning,one,Morning,Delhi,Business,26.67,27,41269
15059,Air_India,AI-538,Chennai,Night,zero,Night,Delhi,Business,2.83,24,27792
15060,Air_India,AI-807,Delhi,Evening,one,Evening,Hyderabad,Economy,25.67,10,14355
15061,Vistara,UK-824,Chennai,Night,one,Evening,Delhi,Economy,20.25,31,6740
15062,GO_FIRST,G8-808,Bangalore,Afternoon,one,Evening,Delhi,Economy,5.42,11,7487
15063,GO_FIRST,G8-7536,Mumbai,Afternoon,one,Night,Hyderabad,Economy,9.33,23,3916
15064,Vistara,UK-814,Bangalore,Night,one,Early_Morning,Mumbai,Economy,10.83,47,6568
15065,GO_FIRST,G8-808,Bangalore,Afternoon,one,Evening,Delhi,Economy,5.42,36,4294
15066,Vistara,UK-986,Mumbai,Night,one,Morning,Bangalore,Economy,9.92,7,11129
15067,Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Mumbai,Business,15.17,31,66155
15068,Air_India,AI-415,Delhi,Evening,one,Evening,Kolkata,Business,25.83,49,32347
15069,Vistara,UK-993,Delhi,Afternoon,one,Night,Chennai,Economy,10.25,29,4979
15070,Vistara,UK-996,Mumbai,Evening,one,Evening,Kolkata,Economy,25.08,33,5949
15071,Vistara,UK-822,Chennai,Morning,one,Night,Delhi,Business,13.25,18,57920
15072,Air_India,AI-485,Delhi,Early_Morning,one,Evening,Mumbai,Economy,10.92,16,6711
15073,GO_FIRST,G8-320,Bangalore,Evening,one,Early_Morning,Chennai,Economy,15.42,45,4687
15074,Air_India,AI-538,Chennai,Night,one,Afternoon,Bangalore,Business,16.17,24,60260
15075,Indigo,6E-581,Chennai,Morning,one,Evening,Hyderabad,Economy,7.08,46,1105
15076,Vistara,UK-902,Mumbai,Afternoon,one,Night,Chennai,Economy,7.0,9,11129
15077,Vistara,UK-960,Mumbai,Morning,one,Morning,Kolkata,Economy,20.67,15,9763
15078,Vistara,UK-994,Mumbai,Morning,one,Night,Hyderabad,Economy,12.5,37,3971
15079,AirAsia,I5-620,Mumbai,Early_Morning,one,Evening,Delhi,Economy,14.58,42,2336
15080,SpiceJet,SG-4027,Kolkata,Morning,one,Evening,Delhi,Economy,7.58,30,9294
15081,Air_India,AI-9517,Bangalore,Evening,one,Night,Mumbai,Economy,26.75,36,6191
15082,GO_FIRST,G8-285,Bangalore,Afternoon,one,Late_Night,Delhi,Economy,10.42,16,7487
15083,Vistara,UK-827,Mumbai,Night,zero,Night,Chennai,Business,2.08,28,23898
15084,Vistara,UK-876,Hyderabad,Night,one,Night,Bangalore,Economy,23.33,48,5441
15085,Air_India,AI-763,Kolkata,Early_Morning,one,Night,Mumbai,Economy,15.17,32,5102
15086,Vistara,UK-834,Chennai,Evening,one,Night,Mumbai,Economy,5.67,26,4452
15087,AirAsia,I5-972,Bangalore,Evening,two_or_more,Late_Night,Mumbai,Economy,10.0,33,2203
15088,Air_India,AI-687,Mumbai,Afternoon,one,Night,Hyderabad,Economy,7.58,34,4593
15089,Air_India,AI-773,Kolkata,Evening,zero,Night,Mumbai,Economy,2.83,2,11004
15090,Air_India,AI-619,Mumbai,Night,one,Morning,Kolkata,Business,11.83,12,36980
15091,Vistara,UK-818,Bangalore,Evening,one,Evening,Kolkata,Business,22.42,12,78428
15092,GO_FIRST,G8-306,Mumbai,Morning,one,Evening,Delhi,Economy,9.33,17,4979
15093,Air_India,AI-541,Hyderabad,Evening,one,Late_Night,Bangalore,Business,7.92,33,56590
15094,Air_India,AI-672,Chennai,Afternoon,one,Early_Morning,Hyderabad,Economy,16.33,18,4560
15095,Air_India,AI-502,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,18.33,18,44405
15096,AirAsia,I5-737,Delhi,Night,two_or_more,Afternoon,Kolkata,Economy,16.83,44,2480
15097,Indigo,6E-6445,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,6.25,23,4349
15098,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,19.25,6,11898
15099,AirAsia,I5-1530,Bangalore,Early_Morning,one,Afternoon,Kolkata,Economy,5.83,48,3393
15100,Vistara,UK-951,Delhi,Afternoon,one,Night,Bangalore,Economy,6.58,35,4496
15101,Indigo,6E-6345,Bangalore,Afternoon,one,Evening,Mumbai,Economy,6.92,21,5980
15102,Air_India,AI-573,Bangalore,Afternoon,one,Evening,Mumbai,Business,29.0,41,44863
15103,Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Kolkata,Economy,15.83,32,4368
15104,Air_India,AI-502,Delhi,Afternoon,one,Night,Hyderabad,Economy,6.75,13,12150
15105,Air_India,AI-620,Hyderabad,Early_Morning,one,Night,Delhi,Economy,15.75,48,4387
15106,Air_India,AI-543,Hyderabad,Morning,one,Evening,Kolkata,Business,7.83,5,51707
15107,Air_India,AI-763,Kolkata,Early_Morning,one,Evening,Chennai,Business,12.0,36,55983
15108,AirAsia,I5-631,Mumbai,Morning,one,Evening,Delhi,Economy,11.75,27,2336
15109,Air_India,AI-573,Bangalore,Afternoon,two_or_more,Evening,Hyderabad,Economy,30.5,37,11987
15110,Vistara,UK-776,Kolkata,Evening,one,Night,Chennai,Business,5.5,24,55502
15111,Indigo,6E-7288,Chennai,Morning,one,Afternoon,Mumbai,Economy,5.5,20,5882
15112,Vistara,UK-828,Chennai,Early_Morning,one,Morning,Bangalore,Economy,25.83,33,4755
15113,Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,14.42,18,5060
15114,Indigo,6E-531,Hyderabad,Early_Morning,one,Afternoon,Bangalore,Economy,9.08,14,4453
15115,Vistara,UK-940,Mumbai,Evening,one,Morning,Bangalore,Business,12.92,31,77120
15116,Indigo,6E-6636,Delhi,Afternoon,one,Night,Kolkata,Economy,6.92,36,5588
15117,Air_India,AI-808,Bangalore,Night,one,Morning,Kolkata,Business,12.0,40,60508
15118,Air_India,AI-9893,Hyderabad,Early_Morning,zero,Early_Morning,Chennai,Economy,1.5,28,1776
15119,Vistara,UK-826,Chennai,Afternoon,one,Evening,Bangalore,Business,5.25,25,44144
15120,Indigo,6E-357,Bangalore,Night,one,Early_Morning,Mumbai,Economy,7.67,20,4554
15121,GO_FIRST,G8-391,Mumbai,Afternoon,one,Night,Bangalore,Economy,7.92,5,5102
15122,Indigo,6E-6067,Bangalore,Evening,one,Late_Night,Delhi,Economy,8.75,39,4071
15123,Vistara,UK-951,Delhi,Afternoon,one,Evening,Chennai,Business,5.58,30,45672
15124,Vistara,UK-816,Bangalore,Morning,one,Evening,Mumbai,Business,7.58,39,62524
15125,Indigo,6E-552,Delhi,Early_Morning,zero,Morning,Hyderabad,Economy,2.25,13,5955
15126,Indigo,6E-905,Hyderabad,Afternoon,one,Night,Chennai,Economy,8.92,15,12118
15127,Indigo,6E-135,Kolkata,Morning,one,Evening,Hyderabad,Economy,5.58,44,4367
15128,Vistara,UK-852,Mumbai,Afternoon,two_or_more,Night,Chennai,Economy,10.58,22,7806
15129,Vistara,UK-816,Bangalore,Morning,one,Night,Chennai,Economy,11.58,47,9090
15130,Air_India,AI-671,Mumbai,Morning,one,Morning,Delhi,Business,23.83,14,50957
15131,Air_India,AI-676,Kolkata,Morning,one,Morning,Delhi,Economy,23.5,41,5467
15132,Air_India,AI-764,Delhi,Evening,one,Night,Chennai,Business,6.25,27,47657
15133,Vistara,UK-778,Kolkata,Afternoon,one,Evening,Hyderabad,Economy,28.58,31,5970
15134,Indigo,6E-2336,Delhi,Early_Morning,one,Afternoon,Chennai,Economy,9.75,3,7950
15135,Vistara,UK-878,Hyderabad,Afternoon,one,Night,Bangalore,Economy,8.0,41,5441
15136,Vistara,UK-813,Delhi,Evening,zero,Night,Bangalore,Business,2.83,23,32859
15137,Vistara,UK-877,Mumbai,Morning,one,Morning,Bangalore,Economy,22.08,18,4658
15138,Vistara,UK-928,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.08,34,2339
15139,Air_India,AI-544,Delhi,Evening,one,Morning,Kolkata,Economy,14.83,13,11625
15140,Air_India,AI-430,Chennai,Morning,one,Evening,Mumbai,Business,8.33,46,49553
15141,Air_India,AI-9927,Bangalore,Evening,one,Afternoon,Delhi,Economy,19.58,10,10324
15142,GO_FIRST,G8-227,Kolkata,Early_Morning,one,Night,Mumbai,Economy,15.92,41,5888
15143,Vistara,UK-950,Mumbai,Night,one,Morning,Kolkata,Business,11.67,14,72125
15144,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Kolkata,Economy,12.5,48,5937
15145,GO_FIRST,G8-7533,Delhi,Afternoon,zero,Afternoon,Mumbai,Economy,2.08,30,2410
15146,Vistara,UK-738,Kolkata,Evening,one,Morning,Chennai,Economy,15.17,48,5660
15147,Vistara,UK-876,Hyderabad,Night,one,Night,Bangalore,Economy,25.25,10,8062
15148,Air_India,AI-660,Mumbai,Evening,one,Morning,Hyderabad,Business,16.5,29,45693
15149,Vistara,UK-854,Bangalore,Evening,one,Night,Delhi,Business,4.58,11,54841
15150,Air_India,AI-430,Chennai,Morning,zero,Afternoon,Delhi,Business,3.08,14,27792
15151,Vistara,UK-814,Bangalore,Night,one,Morning,Kolkata,Economy,11.42,18,8112
15152,Vistara,UK-880,Hyderabad,Afternoon,one,Morning,Kolkata,Economy,20.17,43,5810
15153,GO_FIRST,G8-515,Hyderabad,Morning,one,Night,Bangalore,Economy,13.08,35,7922
15154,Vistara,UK-772,Kolkata,Morning,one,Evening,Bangalore,Business,8.83,47,52287
15155,Air_India,AI-809,Mumbai,Morning,one,Night,Chennai,Economy,13.58,40,4417
15156,Vistara,UK-824,Chennai,Night,one,Morning,Bangalore,Business,14.25,31,44144
15157,Vistara,UK-846,Bangalore,Morning,one,Early_Morning,Hyderabad,Economy,23.33,16,4628
15158,Air_India,AI-809,Mumbai,Morning,one,Evening,Kolkata,Business,9.17,19,49725
15159,Air_India,AI-807,Delhi,Evening,one,Evening,Hyderabad,Economy,25.67,26,5950
15160,Air_India,AI-539,Chennai,Evening,one,Afternoon,Bangalore,Business,19.5,48,60260
15161,Indigo,6E-218,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,38,2791
15162,Air_India,AI-9891,Hyderabad,Evening,two_or_more,Night,Mumbai,Economy,27.08,13,10967
15163,Vistara,UK-826,Chennai,Afternoon,one,Evening,Bangalore,Economy,6.75,26,4536
15164,Vistara,UK-866,Bangalore,Night,one,Evening,Chennai,Business,22.25,25,44280
15165,GO_FIRST,G8-803,Bangalore,Evening,one,Morning,Mumbai,Economy,13.83,38,4354
15166,Vistara,UK-708,Kolkata,Night,one,Night,Bangalore,Business,24.0,39,60978
15167,Air_India,AI-442,Mumbai,Afternoon,one,Morning,Bangalore,Economy,17.5,49,6502
15168,Vistara,UK-846,Bangalore,Morning,one,Morning,Chennai,Business,24.33,35,44280
15169,Vistara,UK-818,Bangalore,Evening,one,Morning,Kolkata,Economy,13.92,4,16624
15170,Air_India,AI-765,Kolkata,Afternoon,one,Evening,Mumbai,Economy,26.42,45,4793
15171,GO_FIRST,G8-349,Mumbai,Morning,one,Evening,Delhi,Economy,7.5,26,5187
15172,GO_FIRST,G8-320,Bangalore,Evening,one,Late_Night,Delhi,Economy,6.0,18,4028
15173,Air_India,AI-768,Kolkata,Afternoon,one,Morning,Bangalore,Economy,17.42,25,7054
15174,Indigo,6E-6345,Bangalore,Afternoon,one,Evening,Mumbai,Economy,6.92,3,13526
15175,Vistara,UK-970,Mumbai,Morning,one,Night,Bangalore,Economy,13.92,49,6450
15176,Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,10.33,11,15394
15177,GO_FIRST,G8-461,Mumbai,Early_Morning,one,Afternoon,Hyderabad,Economy,9.67,49,6287
15178,Vistara,UK-830,Hyderabad,Morning,one,Evening,Mumbai,Business,8.75,35,53835
15179,Vistara,UK-816,Bangalore,Morning,one,Night,Mumbai,Business,9.75,11,69244
15180,Vistara,UK-940,Mumbai,Evening,one,Evening,Hyderabad,Economy,24.17,21,5414
15181,Air_India,AI-806,Mumbai,Early_Morning,one,Evening,Chennai,Business,11.67,11,69407
15182,Air_India,AI-9643,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.83,46,3291
15183,Air_India,AI-569,Chennai,Early_Morning,one,Morning,Delhi,Economy,27.92,47,3916
15184,Vistara,UK-878,Hyderabad,Afternoon,zero,Afternoon,Mumbai,Business,1.58,29,17794
15185,Indigo,6E-895,Kolkata,Evening,one,Late_Night,Delhi,Economy,6.75,49,2994
15186,SpiceJet,SG-2976,Delhi,Evening,one,Night,Mumbai,Economy,4.5,17,5523
15187,Air_India,AI-440,Chennai,Early_Morning,zero,Morning,Delhi,Economy,2.67,31,2586
15188,Air_India,AI-620,Hyderabad,Early_Morning,one,Night,Delhi,Economy,18.0,45,4387
15189,Vistara,UK-774,Kolkata,Night,one,Afternoon,Delhi,Economy,17.92,36,6461
15190,Vistara,UK-836,Chennai,Morning,one,Night,Bangalore,Business,11.92,29,60260
15191,Vistara,UK-830,Hyderabad,Morning,one,Night,Kolkata,Business,12.42,26,61899
15192,Air_India,AI-687,Mumbai,Afternoon,zero,Evening,Delhi,Business,2.25,29,22140
15193,AirAsia,I5-1529,Delhi,Morning,one,Evening,Hyderabad,Economy,8.17,42,2050
15194,SpiceJet,SG-8803,Delhi,Early_Morning,one,Early_Morning,Chennai,Economy,24.67,8,7425
15195,Vistara,UK-870,Hyderabad,Night,one,Evening,Kolkata,Business,23.17,46,53499
15196,Vistara,UK-866,Bangalore,Night,one,Morning,Delhi,Business,10.92,42,50361
15197,SpiceJet,SG-8157,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.33,37,2456
15198,Air_India,AI-543,Hyderabad,Morning,one,Night,Kolkata,Business,11.0,13,51707
15199,SpiceJet,SG-475,Mumbai,Night,one,Evening,Chennai,Economy,18.67,30,5181
15200,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Hyderabad,Business,10.08,33,51457
15201,Air_India,AI-806,Mumbai,Early_Morning,one,Night,Bangalore,Business,12.08,12,54608
15202,Air_India,AI-763,Kolkata,Early_Morning,one,Night,Bangalore,Economy,13.08,41,7474
15203,Indigo,6E-605,Chennai,Afternoon,one,Night,Hyderabad,Economy,7.33,38,2651
15204,Vistara,UK-815,Delhi,Morning,zero,Morning,Bangalore,Economy,2.75,29,4501
15205,GO_FIRST,G8-789,Kolkata,Morning,one,Late_Night,Hyderabad,Economy,14.92,39,5018
15206,Vistara,UK-807,Delhi,Night,one,Morning,Mumbai,Economy,11.58,29,6296
15207,Air_India,AI-9517,Bangalore,Evening,one,Morning,Mumbai,Economy,14.83,48,3709
15208,Vistara,UK-951,Delhi,Afternoon,one,Early_Morning,Hyderabad,Economy,17.5,18,5772
15209,Air_India,AI-763,Kolkata,Early_Morning,one,Night,Hyderabad,Business,16.58,26,52063
15210,AirAsia,I5-942,Mumbai,Afternoon,one,Evening,Hyderabad,Economy,4.67,36,2105
15211,Air_India,AI-569,Chennai,Early_Morning,zero,Morning,Mumbai,Business,1.75,5,23424
15212,Air_India,AI-9518,Hyderabad,Night,one,Morning,Mumbai,Economy,11.83,19,3844
15213,Vistara,UK-776,Kolkata,Evening,zero,Night,Mumbai,Business,2.75,22,31982
15214,AirAsia,I5-510,Hyderabad,Early_Morning,one,Evening,Bangalore,Economy,9.67,19,2728
15215,Vistara,UK-816,Bangalore,Morning,one,Night,Chennai,Business,8.75,44,60396
15216,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Economy,12.67,6,17043
15217,Indigo,6E-6917,Kolkata,Afternoon,one,Night,Delhi,Economy,7.33,31,5225
15218,Vistara,UK-807,Delhi,Night,one,Morning,Mumbai,Business,11.58,28,53164
15219,GO_FIRST,G8-537,Kolkata,Evening,two_or_more,Early_Morning,Chennai,Economy,15.25,20,13386
15220,Indigo,6E-6917,Kolkata,Afternoon,one,Night,Bangalore,Economy,7.42,20,6702
15221,Vistara,UK-879,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.83,47,5227
