Loan_ID,Gender,Married,Dependent_No,Education,Self_Employed,Applicant_Income,CoApplicant_Income,Loan_Amount,Loan_Amount_Term,Credit History,Property_District,Loan_Status
27783,Male,TRUE,2,Not Graduate,TRUE,85664,35338,50000,60,1,OCR,1
27784,Female,TRUE,0,Graduate,FALSE,25733,11864,30000,180,0,OCR,0
27785,Male,TRUE,2,Not Graduate,FALSE,72813,,40000,360,0,RCR,1
27786,Female,FALSE,3,Graduate,TRUE,18975,19222,30000,60,0,RCR,1
27787,Male,TRUE,4,Graduate,TRUE,92286,5708,10000,300,0,OCR,1
27788,Male,TRUE,2,Not Graduate,FALSE,11973,34566,50000,360,1,CCR,1
27789,Female,FALSE,0,Graduate,TRUE,15270,4639,40000,60,1,OCR,1
27790,Male,TRUE,0,Not Graduate,TRUE,11213,3535,50000,60,0,OCR,1
27791,Male,FALSE,4,Not Graduate,FALSE,94191,14112,10000,180,1,OCR,0
27792,,TRUE,0,Not Graduate,FALSE,4202,48511,50000,240,1,OCR,0
27793,Male,FALSE,1,Graduate,TRUE,24825,,60000,240,1,CCR,0
27794,Male,TRUE,0,Not Graduate,FALSE,4402,7944,20000,300,0,OCR,1
27795,Male,TRUE,0,Not Graduate,FALSE,78369,27755,60000,60,1,CCR,1
27796,Male,TRUE,1,Graduate,FALSE,12466,25150,30000,300,1,OCR,1
27797,Male,FALSE,0,Not Graduate,TRUE,62820,4892,20000,240,1,CCR,0
27798,Female,FALSE,3,Not Graduate,FALSE,99962,26129,50000,180,0,CCR,1
27799,Male,FALSE,3,Graduate,TRUE,6709,40820,10000,300,1,OCR,1
27800,Male,FALSE,4,Graduate,FALSE,76145,13535,30000,360,1,OCR,0
27801,Male,FALSE,4,Not Graduate,TRUE,5969,9149,60000,240,1,RCR,1
27802,Male,,2,Not Graduate,FALSE,31340,10753,60000,360,1,RCR,1
27803,Female,TRUE,3,Not Graduate,FALSE,50198,43168,30000,60,1,RCR,1
27804,Male,TRUE,2,Not Graduate,TRUE,63971,8079,20000,240,1,OCR,1
27805,Female,TRUE,0,Graduate,FALSE,25034,47043,60000,360,0,RCR,1
27806,Male,FALSE,1,Not Graduate,TRUE,1218,38566,20000,240,0,CCR,1
27807,Male,TRUE,1,Graduate,TRUE,66139,1762,10000,300,1,OCR,0
27808,Female,FALSE,3,Not Graduate,TRUE,76490,2760,10000,180,1,CCR,1
27809,Male,TRUE,4,Graduate,FALSE,85731,,60000,300,1,OCR,0
27810,Male,FALSE,4,Graduate,TRUE,78580,2125,40000,60,0,RCR,0
27811,Male,FALSE,2,Graduate,TRUE,46564,7879,30000,360,1,CCR,1
27812,Female,FALSE,0,Not Graduate,TRUE,27398,26100,40000,180,0,OCR,0
27813,Female,FALSE,1,Not Graduate,FALSE,44186,11929,10000,180,1,CCR,1
27814,Male,FALSE,4,Not Graduate,FALSE,8556,25262,30000,120,1,OCR,1
27815,Male,FALSE,4,Not Graduate,TRUE,9352,28212,10000,240,1,OCR,0
27816,Female,FALSE,1,Not Graduate,TRUE,28717,2011,40000,240,0,OCR,0
27817,Male,TRUE,4,Not Graduate,TRUE,79962,5139,40000,240,1,CCR,1
27818,Female,FALSE,4,,FALSE,69951,34648,50000,300,1,CCR,0
27819,Male,TRUE,3,Graduate,TRUE,10328,34868,20000,60,1,CCR,1
27820,Male,FALSE,4,Graduate,FALSE,71959,25067,10000,240,1,RCR,0
27821,Male,TRUE,0,Graduate,TRUE,29566,21293,40000,360,1,RCR,1
27822,Male,,3,Not Graduate,TRUE,55513,15884,40000,300,1,RCR,0
27823,Male,FALSE,3,Not Graduate,TRUE,41184,4548,10000,60,1,CCR,0
27824,Female,,2,Not Graduate,TRUE,40937,39008,20000,360,0,OCR,1
27825,Female,TRUE,1,,TRUE,10682,2121,10000,180,0,OCR,1
27826,Male,TRUE,3,Not Graduate,TRUE,41278,3206,10000,240,1,OCR,0
27827,Female,FALSE,2,Not Graduate,TRUE,33465,44139,20000,60,1,RCR,1
27828,Male,TRUE,2,Not Graduate,FALSE,79646,40978,60000,180,1,CCR,0
27829,Male,FALSE,1,Not Graduate,FALSE,77644,44588,40000,360,1,CCR,1
27830,Male,TRUE,1,Not Graduate,FALSE,1714,12155,30000,360,1,CCR,1
27831,Male,FALSE,1,Not Graduate,TRUE,61983,7243,10000,360,0,OCR,0
27832,Male,FALSE,2,Graduate,TRUE,50506,13311,30000,300,0,OCR,1
27833,Male,FALSE,3,Not Graduate,TRUE,76176,37325,30000,300,1,RCR,1
27834,Male,TRUE,1,Graduate,TRUE,93784,35839,10000,360,0,OCR,0
27835,Male,FALSE,3,Graduate,TRUE,54484,16619,40000,300,0,RCR,0
27836,Male,FALSE,0,Graduate,FALSE,92541,42108,20000,300,0,OCR,1
27837,Male,TRUE,0,Not Graduate,TRUE,84114,9347,60000,300,1,OCR,0
27838,Male,FALSE,1,Graduate,TRUE,94599,4434,60000,360,1,OCR,0
27839,Female,FALSE,0,,FALSE,94482,15261,50000,120,1,OCR,1
27840,Female,TRUE,1,Not Graduate,TRUE,91164,44557,60000,300,0,OCR,0
27841,Male,TRUE,2,Not Graduate,TRUE,38794,22240,10000,180,0,OCR,1
27842,,TRUE,4,,FALSE,46834,23554,20000,360,0,OCR,0
27843,Female,FALSE,0,Not Graduate,FALSE,80856,12346,50000,240,1,OCR,0
27844,Female,TRUE,3,Not Graduate,TRUE,57536,7769,20000,180,1,CCR,1
27845,Female,TRUE,4,Not Graduate,FALSE,2260,49973,50000,240,1,RCR,1
27846,Male,TRUE,1,Not Graduate,FALSE,55118,42219,30000,300,1,RCR,1
27847,Male,FALSE,1,Not Graduate,FALSE,10294,3121,50000,360,0,OCR,0
27848,Male,FALSE,4,Graduate,FALSE,46065,,30000,60,1,OCR,1
27849,Male,FALSE,3,Not Graduate,TRUE,11360,,20000,300,1,RCR,0
27850,Female,FALSE,0,Graduate,FALSE,19747,,50000,240,0,CCR,1
27851,Male,FALSE,4,Not Graduate,FALSE,51174,10694,40000,240,1,OCR,1
27852,Male,TRUE,4,Graduate,TRUE,41932,,10000,360,0,OCR,0
27853,Male,TRUE,4,Not Graduate,TRUE,73958,28749,50000,120,1,OCR,0
27854,Male,TRUE,0,Not Graduate,TRUE,11060,19410,20000,360,0,OCR,1
27855,Male,TRUE,0,Not Graduate,FALSE,33820,31505,20000,60,1,OCR,0
27856,Male,FALSE,1,Not Graduate,TRUE,57462,8743,60000,360,1,OCR,1
27857,Female,FALSE,4,Graduate,FALSE,64079,16977,30000,60,0,RCR,1
27858,Male,FALSE,4,Not Graduate,TRUE,6747,24410,60000,180,0,OCR,1
27859,Male,FALSE,3,Graduate,TRUE,50492,16882,50000,240,0,RCR,1
27860,Male,TRUE,0,Graduate,TRUE,13815,24903,40000,120,1,CCR,1
27861,Female,FALSE,3,Not Graduate,TRUE,24728,44419,60000,120,0,OCR,1
27862,Male,FALSE,4,Graduate,TRUE,85908,35038,20000,240,1,OCR,1
27863,Male,FALSE,0,Not Graduate,TRUE,15028,34520,60000,60,1,RCR,0
27864,Male,,0,Graduate,TRUE,87594,20990,10000,60,1,CCR,1
27865,Female,FALSE,4,Graduate,TRUE,58681,29080,10000,120,1,OCR,0
27866,Male,TRUE,1,Graduate,TRUE,33026,10252,50000,240,1,OCR,1
27867,Male,FALSE,4,Not Graduate,FALSE,35748,40748,40000,60,1,OCR,0
27868,Male,TRUE,4,Not Graduate,TRUE,55826,15976,20000,120,1,OCR,1
27869,Male,TRUE,4,Not Graduate,TRUE,47600,44921,30000,60,1,RCR,0
27870,Male,,1,Not Graduate,TRUE,50496,2889,20000,120,1,CCR,1
27871,Male,FALSE,3,,TRUE,83395,31173,10000,240,0,OCR,0
27872,Male,FALSE,4,Not Graduate,FALSE,39361,27603,20000,360,1,CCR,0
27873,Male,FALSE,0,Graduate,FALSE,57336,18189,60000,240,1,RCR,0
27874,Male,TRUE,4,Not Graduate,FALSE,54525,,10000,180,1,OCR,1
27875,Female,TRUE,2,Graduate,TRUE,75857,37584,10000,240,0,RCR,1
27876,Male,FALSE,1,Graduate,FALSE,21257,34282,40000,60,0,OCR,0
27877,Female,,1,Not Graduate,TRUE,46030,28106,50000,360,0,RCR,1
27878,Female,TRUE,4,Graduate,FALSE,64032,41074,50000,60,0,OCR,0
27879,Male,TRUE,0,Not Graduate,TRUE,16464,23797,40000,120,1,RCR,1
27880,Male,TRUE,4,Not Graduate,TRUE,72404,6458,20000,240,1,CCR,1
27881,Female,FALSE,4,Graduate,TRUE,85574,3810,60000,60,1,OCR,0
27882,Male,TRUE,1,Not Graduate,TRUE,77285,12001,40000,180,0,CCR,1
27883,Male,TRUE,0,Graduate,FALSE,17422,3384,40000,180,1,CCR,0
27884,Female,FALSE,4,Graduate,TRUE,73275,28866,60000,120,0,OCR,1
27885,Male,TRUE,3,Not Graduate,TRUE,48375,49185,20000,120,0,OCR,1
27886,Male,FALSE,0,Not Graduate,TRUE,51802,47539,50000,120,0,RCR,1
27887,Male,FALSE,4,,FALSE,61928,46694,40000,60,1,RCR,1
27888,Male,FALSE,3,Not Graduate,FALSE,34592,36186,20000,60,1,RCR,1
27889,Female,TRUE,3,,TRUE,54096,11424,40000,120,0,OCR,0
27890,Female,TRUE,2,Graduate,TRUE,51468,18291,20000,360,1,RCR,1
27891,Female,TRUE,3,Not Graduate,FALSE,19674,31945,30000,120,1,CCR,1
27892,Male,,3,Graduate,FALSE,77934,13653,30000,120,1,CCR,1
27893,Male,FALSE,4,Not Graduate,TRUE,67214,5217,60000,120,1,RCR,1
27894,Male,TRUE,1,Not Graduate,FALSE,3897,,50000,60,1,CCR,1
27895,Male,TRUE,3,Graduate,TRUE,76342,41678,60000,180,0,OCR,1
27896,Female,TRUE,4,Not Graduate,FALSE,41704,2999,60000,60,1,RCR,1
27897,Male,TRUE,0,Not Graduate,FALSE,24353,38154,50000,180,1,RCR,0
27898,Male,FALSE,4,Not Graduate,TRUE,95882,13661,40000,120,1,OCR,0
27899,Male,FALSE,4,Not Graduate,TRUE,78096,21745,60000,60,0,CCR,1
27900,Female,FALSE,1,Not Graduate,TRUE,56406,,10000,180,0,CCR,1
27901,Female,TRUE,4,Not Graduate,FALSE,1834,,60000,360,0,RCR,1
27902,Male,FALSE,1,Graduate,TRUE,71991,48291,20000,240,1,OCR,0
27903,Male,FALSE,2,Graduate,TRUE,12553,,20000,120,1,RCR,1
27904,Male,TRUE,4,Not Graduate,TRUE,75100,27516,50000,300,1,OCR,0
27905,Male,TRUE,1,,FALSE,16678,20607,20000,360,1,OCR,0
27906,Male,TRUE,4,Graduate,FALSE,84192,12743,30000,180,1,OCR,1
27907,Male,FALSE,4,Not Graduate,FALSE,4123,35749,10000,360,0,RCR,1
27908,Male,TRUE,3,Not Graduate,TRUE,89404,6244,60000,240,1,CCR,1
27909,Male,FALSE,0,Graduate,FALSE,55636,39438,50000,240,1,OCR,0
27910,Male,FALSE,4,Graduate,FALSE,96932,37393,50000,360,1,OCR,0
27911,Male,FALSE,0,Graduate,TRUE,39056,15939,40000,180,0,CCR,1
27912,Male,FALSE,1,Graduate,FALSE,82739,,40000,180,1,RCR,0
27913,Male,TRUE,0,Not Graduate,FALSE,21056,19289,50000,60,1,OCR,0
27914,Male,TRUE,2,Not Graduate,TRUE,53119,22328,40000,300,1,OCR,1
27915,Male,FALSE,2,Not Graduate,FALSE,66016,10576,10000,180,1,RCR,1
27916,Female,FALSE,1,Graduate,TRUE,81457,41401,60000,360,1,RCR,1
27917,Male,TRUE,1,Graduate,TRUE,53412,3718,60000,360,0,OCR,1
27918,Female,FALSE,4,Not Graduate,FALSE,53768,18460,20000,60,0,CCR,1
27919,Female,TRUE,1,Not Graduate,FALSE,2013,5972,60000,360,1,OCR,1
27920,Male,TRUE,0,Not Graduate,FALSE,24920,14644,30000,60,1,OCR,1
27921,Female,FALSE,1,Not Graduate,TRUE,91175,21113,60000,60,1,RCR,1
27922,Female,FALSE,2,,TRUE,54199,1978,40000,360,1,RCR,0
27923,Male,TRUE,4,Not Graduate,TRUE,7835,11655,30000,180,0,OCR,0
27924,Male,FALSE,2,Graduate,TRUE,92271,,10000,240,1,RCR,0
27925,Male,FALSE,3,Graduate,FALSE,68313,,50000,300,0,CCR,1
27926,Female,FALSE,1,,FALSE,17379,,40000,300,1,CCR,1
27927,Male,FALSE,2,Not Graduate,FALSE,61016,45686,20000,240,1,CCR,0
27928,Female,TRUE,4,Graduate,TRUE,34260,,60000,240,1,OCR,1
27929,Female,,2,Graduate,FALSE,44709,48621,30000,360,1,RCR,1
27930,Female,TRUE,4,Not Graduate,TRUE,67849,18900,10000,60,1,OCR,1
27931,Male,TRUE,2,Graduate,FALSE,47784,10404,20000,180,1,CCR,1
27932,Male,FALSE,0,,TRUE,47801,22914,60000,60,1,RCR,1
27933,Male,FALSE,0,Graduate,TRUE,35684,,50000,180,1,RCR,1
27934,Female,TRUE,1,Not Graduate,FALSE,77822,25420,40000,120,0,OCR,1
27935,Male,TRUE,3,Not Graduate,TRUE,44236,49253,60000,240,1,OCR,0
27936,Male,TRUE,3,Graduate,FALSE,42810,4697,10000,120,1,RCR,1
27937,Male,TRUE,3,Graduate,TRUE,10492,36824,60000,120,0,CCR,1
27938,Female,TRUE,3,Not Graduate,TRUE,68860,,40000,300,1,OCR,1
27939,Male,TRUE,3,Not Graduate,FALSE,72002,42706,50000,60,1,OCR,1
27940,Male,TRUE,3,Graduate,FALSE,38106,19127,50000,180,1,CCR,1
27941,Male,FALSE,4,Not Graduate,TRUE,62319,,30000,240,0,CCR,0
27942,Male,FALSE,4,Not Graduate,TRUE,96598,8699,30000,360,0,OCR,1
27943,Male,TRUE,3,Graduate,TRUE,68060,2076,20000,300,1,RCR,0
27944,Female,TRUE,1,Not Graduate,FALSE,80487,42225,20000,120,1,OCR,1
27945,Female,FALSE,2,Not Graduate,TRUE,87484,41568,50000,60,1,CCR,1
27946,Female,TRUE,3,,FALSE,94919,,60000,60,0,RCR,0
27947,Male,TRUE,4,Graduate,TRUE,14153,32755,40000,360,1,OCR,1
27948,Female,FALSE,0,Not Graduate,FALSE,77467,12505,10000,300,0,CCR,1
27949,Male,TRUE,1,Graduate,FALSE,47664,1912,30000,300,1,OCR,0
27950,Female,FALSE,4,,TRUE,69665,13513,50000,60,0,OCR,0
27951,Female,FALSE,4,Not Graduate,TRUE,4184,22343,20000,240,1,OCR,1
27952,Male,FALSE,0,Not Graduate,TRUE,72871,40207,10000,240,1,RCR,1
27953,Male,TRUE,0,,TRUE,12350,9476,40000,120,0,RCR,1
27954,Female,TRUE,4,Not Graduate,TRUE,38061,44495,60000,180,0,CCR,1
27955,Male,TRUE,3,,TRUE,55612,22107,60000,60,0,RCR,1
27956,Male,FALSE,2,Graduate,FALSE,88628,18268,50000,240,1,RCR,1
27957,Male,FALSE,3,Graduate,TRUE,39059,43705,20000,120,1,OCR,1
27958,Male,FALSE,1,Graduate,FALSE,1533,19457,50000,180,0,RCR,0
27959,Female,FALSE,4,Graduate,TRUE,28041,12939,20000,240,1,CCR,0
27960,Male,FALSE,3,Graduate,TRUE,53649,7272,20000,180,0,CCR,1
27961,Female,TRUE,1,,TRUE,90461,34780,20000,240,1,OCR,1
27962,Female,FALSE,1,Not Graduate,TRUE,74326,47431,20000,300,0,CCR,1
27963,Female,TRUE,2,Graduate,FALSE,4051,,40000,300,1,CCR,0
27964,Female,FALSE,2,Graduate,TRUE,25685,41539,10000,60,0,OCR,1
27965,,TRUE,4,Graduate,FALSE,28240,12799,30000,360,1,CCR,0
27966,Female,TRUE,0,Graduate,FALSE,98218,44397,30000,240,1,RCR,1
27967,Female,,1,Graduate,TRUE,94009,2850,60000,120,0,OCR,0
27968,Female,TRUE,3,Not Graduate,FALSE,79713,28684,50000,60,0,OCR,1
27969,Male,FALSE,1,,FALSE,84649,29413,60000,360,1,OCR,1
27970,Female,TRUE,2,Not Graduate,TRUE,29264,,50000,240,0,CCR,0
27971,Male,TRUE,4,Graduate,TRUE,16246,10711,40000,180,1,OCR,1
27972,Male,FALSE,1,Graduate,TRUE,6569,36794,20000,180,1,CCR,0
27973,Female,FALSE,0,Not Graduate,FALSE,32439,38161,20000,180,0,OCR,0
27974,Male,FALSE,3,Not Graduate,TRUE,34884,38685,30000,180,0,OCR,1
27975,Male,FALSE,4,Not Graduate,TRUE,99283,,50000,300,1,OCR,1
27976,Male,,1,Not Graduate,FALSE,66468,,30000,240,1,RCR,0
27977,Female,FALSE,0,Graduate,TRUE,57859,31393,40000,300,1,CCR,0
27978,Male,TRUE,3,Graduate,TRUE,14640,11844,40000,300,1,OCR,1
27979,Male,FALSE,3,Not Graduate,TRUE,81961,44929,30000,180,0,RCR,1
27980,Male,FALSE,4,Not Graduate,TRUE,50121,19981,20000,60,1,CCR,1
27981,Female,TRUE,0,Graduate,FALSE,38375,,20000,180,1,RCR,0
27982,Female,TRUE,2,Not Graduate,TRUE,20564,35446,20000,300,1,CCR,0
27983,Male,FALSE,1,Graduate,TRUE,59788,1363,50000,60,1,RCR,1
27984,Male,TRUE,4,Not Graduate,TRUE,19228,49098,60000,60,0,CCR,1
27985,Male,TRUE,1,Not Graduate,TRUE,35047,39654,60000,120,1,OCR,1
27986,Male,TRUE,2,Not Graduate,FALSE,79683,44297,40000,120,1,RCR,1
27987,Male,FALSE,3,Not Graduate,FALSE,27645,36669,40000,300,1,RCR,1
27988,Male,TRUE,4,Graduate,FALSE,35109,8568,30000,300,1,RCR,1
27989,Male,FALSE,1,Graduate,FALSE,74583,16095,60000,300,1,OCR,1
27990,Female,TRUE,1,Not Graduate,FALSE,97181,37648,60000,300,1,RCR,0
27991,Male,FALSE,3,Not Graduate,TRUE,97608,7779,60000,180,0,CCR,1
27992,Male,FALSE,4,Not Graduate,TRUE,75278,7370,60000,300,0,OCR,1
27993,Female,TRUE,1,Not Graduate,TRUE,3945,,20000,60,1,RCR,1
27994,Male,TRUE,1,Not Graduate,TRUE,13288,14988,30000,360,1,OCR,1
27995,Female,FALSE,4,Graduate,TRUE,39225,45076,20000,60,1,RCR,1
27996,Male,FALSE,4,Not Graduate,TRUE,11386,26631,40000,360,1,OCR,0
27997,Male,,4,Not Graduate,TRUE,17480,35760,30000,120,0,RCR,0
27998,Female,TRUE,4,Graduate,FALSE,96397,41933,60000,60,0,RCR,1
27999,Female,,3,Not Graduate,TRUE,80398,2160,10000,120,1,OCR,0
28000,Male,TRUE,4,Graduate,TRUE,34391,20020,50000,300,1,OCR,0
28001,Male,TRUE,1,,FALSE,85966,37120,60000,180,1,OCR,1
28002,Male,FALSE,1,Not Graduate,TRUE,84640,38234,10000,60,1,CCR,1
28003,Female,FALSE,3,Not Graduate,FALSE,48726,7431,50000,240,0,OCR,1
28004,Female,FALSE,1,Not Graduate,TRUE,72783,3412,20000,360,1,RCR,0
28005,Male,FALSE,3,Graduate,TRUE,11718,,30000,120,0,CCR,1
28006,Male,TRUE,3,Graduate,TRUE,49501,41293,60000,180,1,RCR,1
28007,Female,FALSE,3,Graduate,TRUE,23714,20339,10000,180,0,OCR,1
28008,Female,FALSE,3,Not Graduate,TRUE,32943,45705,30000,300,1,RCR,1
28009,Male,FALSE,2,Not Graduate,FALSE,12820,,10000,360,1,CCR,0
28010,Female,FALSE,2,Not Graduate,TRUE,21129,,20000,180,1,OCR,0
28011,Female,TRUE,3,Graduate,TRUE,37410,33863,20000,240,1,OCR,1
28012,Female,TRUE,2,Graduate,TRUE,86190,26583,10000,360,1,OCR,0
28013,Male,TRUE,0,Not Graduate,TRUE,10039,34184,60000,120,1,OCR,1
28014,Female,TRUE,1,Graduate,TRUE,18419,45522,60000,360,1,CCR,0
28015,Male,TRUE,2,Not Graduate,FALSE,59668,42788,50000,300,1,CCR,0
28016,Male,TRUE,3,Not Graduate,TRUE,7784,2930,10000,180,1,RCR,1
28017,Male,TRUE,2,Graduate,TRUE,16237,7212,50000,240,1,OCR,1
28018,Male,FALSE,1,Not Graduate,FALSE,37179,27776,40000,240,0,OCR,1
28019,Female,TRUE,2,,FALSE,66493,45947,30000,300,0,OCR,0
28020,Male,FALSE,2,Graduate,TRUE,79862,48677,60000,240,0,OCR,1
28021,Female,TRUE,2,Graduate,TRUE,31574,25878,50000,180,0,OCR,1
28022,Female,FALSE,3,Graduate,FALSE,92645,14919,40000,240,1,RCR,0
28023,Female,FALSE,2,Not Graduate,FALSE,80045,31778,50000,240,0,CCR,1
28024,Male,FALSE,1,Graduate,TRUE,21676,48515,60000,60,1,OCR,1
28025,Female,TRUE,4,Graduate,TRUE,68360,38942,50000,60,0,OCR,1
28026,Male,FALSE,3,,TRUE,69044,45905,40000,120,0,OCR,1
28027,Female,FALSE,0,Not Graduate,TRUE,1520,29659,30000,360,1,RCR,1
28028,Male,TRUE,2,Not Graduate,TRUE,35542,37823,50000,300,0,OCR,0
28029,Female,FALSE,4,Graduate,TRUE,53375,33834,30000,240,0,OCR,1
28030,Female,FALSE,4,Not Graduate,TRUE,24584,3827,40000,360,1,OCR,1
28031,Female,TRUE,3,Not Graduate,TRUE,6622,49344,60000,60,1,CCR,1
28032,Female,TRUE,4,Graduate,TRUE,92132,4324,20000,360,1,RCR,1
28033,Female,FALSE,4,Graduate,TRUE,55894,,60000,360,1,RCR,1
28034,Male,FALSE,2,Not Graduate,TRUE,94618,38031,50000,60,1,OCR,0
28035,Male,TRUE,2,Not Graduate,FALSE,11448,28443,10000,180,1,RCR,1
28036,Male,TRUE,0,Graduate,FALSE,92513,46270,60000,120,1,OCR,0
28037,Female,TRUE,2,Graduate,TRUE,57439,18863,60000,300,1,OCR,1
28038,Female,FALSE,1,Not Graduate,TRUE,43455,22411,10000,180,1,OCR,1
28039,Male,TRUE,4,Graduate,TRUE,66471,44848,30000,120,0,CCR,0
28040,Male,TRUE,2,Graduate,TRUE,53831,30936,40000,180,0,OCR,0
28041,Female,FALSE,3,Graduate,FALSE,81845,35065,10000,360,0,RCR,0
28042,Female,FALSE,0,Not Graduate,FALSE,5452,42200,10000,120,1,OCR,0
28043,Male,FALSE,3,Not Graduate,FALSE,29185,42956,60000,60,0,OCR,1
28044,Male,FALSE,1,Graduate,FALSE,99983,28537,20000,180,0,OCR,0
28045,Male,TRUE,3,Not Graduate,FALSE,38452,34789,60000,120,1,OCR,1
28046,Male,FALSE,0,Not Graduate,FALSE,89640,49913,60000,180,0,OCR,1
28047,Male,TRUE,1,Graduate,TRUE,80521,47701,50000,120,1,CCR,1
28048,Male,TRUE,1,Not Graduate,FALSE,92091,28657,60000,360,0,RCR,1
28049,Female,TRUE,0,Not Graduate,TRUE,18421,34671,50000,120,1,CCR,1
28050,Male,FALSE,3,Graduate,FALSE,97244,24106,10000,300,0,RCR,1
28051,Male,FALSE,4,Graduate,FALSE,54636,20453,20000,360,0,OCR,0
28052,Male,TRUE,0,Not Graduate,FALSE,48157,,50000,180,1,OCR,0
28053,Female,FALSE,1,Not Graduate,FALSE,33083,17696,40000,180,1,OCR,1
28054,Male,TRUE,3,Graduate,TRUE,51068,4340,30000,240,1,OCR,1
28055,Male,TRUE,0,Not Graduate,TRUE,5800,29182,20000,180,1,OCR,0
28056,Male,TRUE,3,Not Graduate,TRUE,3375,16451,40000,300,1,OCR,0
28057,Male,FALSE,1,Not Graduate,TRUE,67931,22775,20000,360,0,OCR,1
28058,Male,FALSE,1,Not Graduate,TRUE,25859,,60000,60,0,RCR,0
28059,Female,,0,Graduate,TRUE,27937,4912,10000,180,1,OCR,1
28060,Female,FALSE,3,Not Graduate,TRUE,42302,18351,60000,180,1,RCR,0
28061,Male,TRUE,0,Not Graduate,TRUE,23973,28243,10000,360,0,OCR,0
28062,,FALSE,0,Not Graduate,TRUE,80171,41900,30000,60,0,OCR,1
28063,Female,FALSE,1,Graduate,TRUE,16982,46801,40000,360,0,CCR,1
28064,Female,TRUE,3,Graduate,TRUE,56222,,50000,360,0,CCR,1
28065,Male,TRUE,0,Graduate,FALSE,35489,26317,30000,180,0,OCR,1
28066,Male,TRUE,1,Not Graduate,TRUE,39905,4230,20000,120,1,CCR,1
28067,Male,FALSE,0,Not Graduate,TRUE,82222,12782,60000,120,0,CCR,1
28068,Male,TRUE,4,Graduate,FALSE,87585,40836,50000,120,1,OCR,0
28069,Male,TRUE,4,Not Graduate,TRUE,79939,26466,60000,120,1,CCR,1
28070,Male,FALSE,4,Graduate,TRUE,60061,6398,20000,360,1,CCR,0
28071,Male,FALSE,2,,TRUE,23412,,50000,240,1,CCR,1
28072,Female,,3,Not Graduate,TRUE,72947,22195,40000,120,1,RCR,1
28073,Male,TRUE,0,Not Graduate,FALSE,51593,,50000,120,0,OCR,1
28074,Male,FALSE,4,Graduate,TRUE,90017,,10000,240,1,CCR,1
28075,Male,FALSE,2,Graduate,TRUE,74804,34187,30000,240,0,OCR,0
28076,Male,FALSE,4,Not Graduate,TRUE,52149,11682,10000,360,0,RCR,1
28077,Male,FALSE,2,Not Graduate,FALSE,24643,16174,30000,60,1,OCR,1
28078,Female,,0,,TRUE,87461,48528,40000,120,1,OCR,1
28079,Male,TRUE,4,Not Graduate,TRUE,4163,41068,40000,180,1,OCR,1
28080,Female,TRUE,3,Graduate,FALSE,72836,26816,10000,120,0,CCR,0
28081,Male,TRUE,3,Not Graduate,FALSE,42976,15463,40000,60,1,RCR,0
28082,Male,TRUE,3,Graduate,TRUE,87999,,60000,120,1,RCR,1
28083,Male,TRUE,3,Not Graduate,TRUE,45941,46972,20000,360,1,CCR,1
28084,Male,FALSE,3,Not Graduate,TRUE,97337,28074,30000,240,1,OCR,0
28085,Male,TRUE,3,Graduate,FALSE,36807,,40000,360,1,OCR,1
28086,Male,,0,Graduate,TRUE,92795,37891,30000,60,1,CCR,1
28087,Male,FALSE,4,Graduate,FALSE,20091,13163,10000,300,1,RCR,1
28088,Male,TRUE,4,Not Graduate,TRUE,36201,,30000,180,0,CCR,1
28089,Male,FALSE,3,Graduate,TRUE,21270,23680,10000,240,1,OCR,1
28090,Male,TRUE,3,Not Graduate,TRUE,9813,42059,20000,120,1,RCR,1
28091,Female,TRUE,3,Not Graduate,FALSE,13306,17336,50000,240,0,RCR,1
28092,Male,FALSE,1,Graduate,FALSE,12999,2154,30000,360,1,OCR,0
28093,Male,FALSE,1,Graduate,FALSE,28680,44055,20000,300,0,OCR,1
28094,Male,FALSE,2,Not Graduate,TRUE,13714,32874,40000,60,0,CCR,1
28095,Male,TRUE,2,Graduate,FALSE,62644,38918,10000,60,1,CCR,1
28096,Male,TRUE,3,Graduate,FALSE,42778,31949,20000,120,0,RCR,1
28097,Female,TRUE,1,,FALSE,43831,25612,40000,120,0,OCR,0
28098,Male,TRUE,0,Not Graduate,TRUE,38555,15927,30000,240,1,OCR,1
28099,Female,FALSE,2,Graduate,TRUE,73994,40816,60000,300,1,OCR,1
28100,Female,FALSE,1,Graduate,TRUE,29556,13400,40000,180,0,OCR,1
28101,Male,TRUE,2,Graduate,TRUE,37480,16885,60000,300,0,OCR,0
28102,Male,TRUE,2,Not Graduate,FALSE,72879,49543,30000,240,1,RCR,1
28103,Male,FALSE,4,Graduate,TRUE,80570,36283,30000,240,0,RCR,1
28104,Female,FALSE,1,Graduate,TRUE,63069,21217,40000,300,1,OCR,0
28105,Female,TRUE,2,Not Graduate,TRUE,62227,18399,50000,240,0,CCR,0
28106,Male,FALSE,1,Not Graduate,TRUE,84451,,60000,180,0,RCR,0
28107,Male,FALSE,1,Not Graduate,TRUE,21387,22024,20000,180,1,OCR,1
28108,Male,FALSE,1,Graduate,FALSE,75101,16706,50000,300,1,RCR,1
28109,Female,FALSE,1,Graduate,TRUE,84891,25381,30000,360,1,RCR,1
28110,,TRUE,2,Graduate,FALSE,55705,,40000,240,1,CCR,1
28111,Male,TRUE,4,Graduate,TRUE,10493,2346,50000,120,0,OCR,0
