id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
7288,Female,Loyal Customer,33,Business travel,Eco,331,5,5,5,5,5,5,5,5,1,3,1,4,1,5,19,23.0,1
7289,Female,Loyal Customer,53,Personal Travel,Eco,369,1,4,1,1,1,1,3,2,2,1,2,5,2,2,0,0.0,0
7290,Female,disloyal Customer,45,Business travel,Eco Plus,599,2,2,2,3,4,2,4,4,3,5,3,4,4,4,10,0.0,0
7291,Male,Loyal Customer,31,Business travel,Business,3044,2,2,2,2,5,5,5,5,3,5,5,5,4,5,9,8.0,1
7292,Male,Loyal Customer,43,Business travel,Business,3249,3,3,3,3,4,5,5,4,4,4,5,4,4,5,39,36.0,1
7293,Female,disloyal Customer,37,Business travel,Eco,675,2,2,2,3,2,2,2,2,1,2,3,2,3,2,0,0.0,0
7294,Female,Loyal Customer,33,Personal Travel,Eco,1728,2,5,2,3,4,2,4,4,3,4,3,3,1,4,79,61.0,0
7295,Male,Loyal Customer,39,Business travel,Business,2611,4,4,4,4,4,5,4,2,2,3,2,3,2,4,0,0.0,1
7296,Female,Loyal Customer,37,Business travel,Business,817,1,1,1,1,1,4,1,3,3,3,3,2,3,3,0,0.0,1
7297,Male,disloyal Customer,26,Business travel,Business,834,1,1,1,2,4,1,4,4,3,2,4,4,5,4,3,7.0,0
7298,Male,Loyal Customer,62,Personal Travel,Eco,1061,0,5,0,3,5,0,5,5,4,4,5,5,5,5,0,0.0,1
7299,Male,Loyal Customer,55,Business travel,Business,1536,4,4,3,4,1,5,1,4,4,4,4,4,4,4,0,0.0,1
7300,Male,disloyal Customer,25,Business travel,Business,522,2,0,2,2,1,2,1,1,4,5,4,3,4,1,76,82.0,0
7301,Female,Loyal Customer,60,Business travel,Business,3639,3,2,2,2,5,1,1,3,3,3,3,1,3,4,0,0.0,0
7302,Female,Loyal Customer,30,Business travel,Business,770,2,2,2,2,5,5,5,5,4,3,5,4,4,5,0,0.0,1
7303,Male,Loyal Customer,39,Business travel,Business,1791,3,3,3,3,3,5,5,4,4,4,4,4,4,4,1,0.0,1
7304,Male,Loyal Customer,50,Personal Travel,Eco Plus,337,5,4,4,1,3,4,4,3,4,5,5,3,4,3,31,22.0,1
7305,Male,Loyal Customer,29,Personal Travel,Eco,624,1,5,1,4,2,1,3,2,4,4,5,4,5,2,0,0.0,0
7306,Male,Loyal Customer,50,Business travel,Business,1826,1,1,1,1,4,4,5,5,5,5,5,5,5,3,1,19.0,1
7307,Female,Loyal Customer,43,Business travel,Business,675,4,4,4,4,5,4,5,5,5,5,5,3,5,4,15,10.0,1
7308,Male,Loyal Customer,58,Business travel,Business,2384,2,2,3,2,2,5,5,4,4,4,4,3,4,4,4,0.0,1
7309,Male,Loyal Customer,49,Business travel,Business,1379,4,1,5,1,1,4,3,4,4,4,4,3,4,2,6,13.0,0
7310,Female,Loyal Customer,48,Business travel,Business,280,4,4,4,4,3,4,5,4,4,4,4,4,4,4,0,43.0,1
7311,Female,Loyal Customer,42,Business travel,Business,3820,4,5,5,5,5,4,4,4,4,4,4,1,4,4,0,0.0,0
7312,Male,Loyal Customer,34,Personal Travel,Eco,369,2,4,2,1,5,2,5,5,4,2,5,3,3,5,0,0.0,0
7313,Female,Loyal Customer,67,Business travel,Business,304,1,1,1,1,5,4,4,5,5,5,5,5,5,3,0,0.0,1
7314,Male,Loyal Customer,21,Personal Travel,Eco,579,3,4,3,3,3,3,2,3,5,3,5,3,4,3,0,0.0,0
7315,Female,Loyal Customer,57,Business travel,Business,2924,1,1,1,1,3,5,4,5,5,4,5,4,5,4,0,0.0,1
7316,Female,disloyal Customer,27,Business travel,Business,437,4,4,4,3,5,4,5,5,1,4,4,2,4,5,0,0.0,0
7317,Female,Loyal Customer,63,Personal Travel,Eco,599,4,4,4,3,4,4,3,3,3,4,3,1,3,3,0,0.0,0
7318,Male,Loyal Customer,43,Business travel,Business,644,2,2,5,5,1,4,4,2,2,2,2,4,2,3,0,0.0,0
7319,Male,Loyal Customer,45,Business travel,Business,2628,4,4,4,4,2,4,5,5,5,5,5,3,5,4,15,17.0,1
7320,Female,Loyal Customer,48,Business travel,Business,297,3,3,3,3,2,4,4,4,4,4,4,3,4,5,3,0.0,1
7321,Female,Loyal Customer,24,Business travel,Eco,362,1,5,4,5,1,1,4,1,1,4,4,4,4,1,44,35.0,0
7322,Female,Loyal Customer,9,Business travel,Eco,1562,3,3,3,3,3,3,1,3,3,3,4,2,3,3,10,0.0,0
7323,Male,Loyal Customer,33,Business travel,Business,3416,5,5,5,5,2,2,2,2,5,1,2,2,3,2,0,0.0,1
7324,Male,disloyal Customer,26,Business travel,Business,944,1,1,1,5,4,1,4,4,5,5,4,3,5,4,0,0.0,0
7325,Female,disloyal Customer,30,Business travel,Eco Plus,401,3,3,3,4,3,3,3,3,3,3,3,1,4,3,0,0.0,0
7326,Female,disloyal Customer,18,Business travel,Eco,83,5,0,5,2,4,5,4,4,5,5,2,2,2,4,0,0.0,1
7327,Male,Loyal Customer,17,Personal Travel,Eco,113,2,3,2,3,4,2,4,4,2,5,5,5,4,4,0,1.0,0
7328,Male,Loyal Customer,31,Personal Travel,Eco,373,2,3,2,3,1,2,1,1,1,1,4,3,4,1,11,11.0,0
7329,Female,Loyal Customer,40,Business travel,Business,1501,4,4,5,4,3,4,5,4,4,4,4,5,4,4,0,0.0,1
7330,Female,Loyal Customer,43,Business travel,Business,213,1,5,5,5,5,4,3,2,2,2,1,2,2,3,65,85.0,0
7331,Male,disloyal Customer,64,Business travel,Eco,315,4,3,4,4,5,4,4,5,4,5,3,2,3,5,0,24.0,0
7332,Female,Loyal Customer,53,Business travel,Business,695,4,4,4,4,2,4,4,4,4,4,4,4,4,5,0,14.0,1
7333,Female,Loyal Customer,41,Business travel,Business,453,4,4,4,4,3,4,5,4,4,4,4,5,4,5,4,17.0,1
7334,Female,Loyal Customer,49,Personal Travel,Business,101,4,5,4,2,5,4,4,3,3,4,3,5,3,4,0,0.0,1
7335,Male,Loyal Customer,21,Business travel,Business,3107,5,5,5,5,3,5,3,3,5,2,5,2,4,3,13,0.0,1
7336,Female,Loyal Customer,60,Business travel,Business,469,3,3,3,3,3,4,5,5,5,5,5,3,5,3,0,0.0,1
7337,Male,disloyal Customer,54,Business travel,Eco,198,3,0,3,3,4,3,4,4,4,3,2,4,4,4,0,0.0,0
7338,Male,Loyal Customer,16,Personal Travel,Eco,147,2,5,0,4,5,0,5,5,5,5,5,5,5,5,18,19.0,0
7339,Female,Loyal Customer,22,Business travel,Business,715,5,5,5,5,2,2,2,2,4,4,5,3,5,2,12,0.0,1
7340,Male,Loyal Customer,49,Personal Travel,Eco,391,4,5,2,3,5,2,2,5,3,3,4,4,5,5,1,0.0,0
7341,Male,Loyal Customer,40,Business travel,Business,110,2,2,2,2,1,2,5,4,4,4,5,2,4,3,0,0.0,1
7342,Male,Loyal Customer,25,Business travel,Eco Plus,353,4,1,1,1,4,4,4,4,3,4,5,2,5,4,0,0.0,1
7343,Male,Loyal Customer,18,Business travel,Business,2153,3,4,3,3,3,3,3,3,2,4,3,3,4,3,30,9.0,0
7344,Male,Loyal Customer,49,Personal Travel,Eco Plus,1061,3,5,2,3,5,2,5,5,4,4,5,3,4,5,0,0.0,0
7345,Female,disloyal Customer,22,Business travel,Eco,1436,2,2,2,5,2,2,2,4,3,5,4,2,3,2,196,205.0,0
7346,Male,Loyal Customer,61,Personal Travel,Business,228,3,5,3,3,2,5,4,4,4,3,4,4,4,4,0,0.0,0
7347,Male,Loyal Customer,55,Business travel,Business,2679,3,2,2,2,4,2,2,3,3,3,3,3,3,3,2,1.0,0
7348,Female,Loyal Customer,65,Personal Travel,Eco,1487,3,3,3,2,3,2,2,3,2,3,1,2,5,2,150,138.0,0
7349,Male,Loyal Customer,52,Personal Travel,Eco,310,2,5,4,2,2,4,2,2,5,5,5,3,4,2,0,0.0,0
7350,Male,Loyal Customer,64,Personal Travel,Eco,1099,3,2,3,3,1,3,1,1,4,5,3,4,4,1,0,3.0,0
7351,Female,Loyal Customer,55,Business travel,Business,3273,2,2,1,2,5,5,5,5,5,5,5,5,5,5,1,0.0,1
7352,Male,disloyal Customer,22,Business travel,Eco,2227,4,4,4,3,2,4,2,2,4,2,1,1,3,2,0,7.0,0
7353,Male,Loyal Customer,29,Business travel,Business,944,2,5,5,5,2,2,2,2,4,3,3,2,4,2,729,717.0,0
7354,Female,Loyal Customer,10,Personal Travel,Eco,1199,3,3,3,4,1,3,1,1,2,3,3,3,4,1,12,20.0,0
7355,Male,Loyal Customer,61,Personal Travel,Eco,666,3,2,3,3,1,3,1,1,4,1,3,2,3,1,13,36.0,0
7356,Female,Loyal Customer,47,Business travel,Business,1725,3,3,3,3,2,3,4,5,5,5,5,4,5,5,0,6.0,1
7357,Male,Loyal Customer,45,Personal Travel,Eco,894,2,5,2,2,2,2,2,2,3,2,4,5,5,2,92,84.0,0
7358,Male,Loyal Customer,62,Personal Travel,Business,991,3,3,3,4,4,4,4,1,1,3,1,1,1,3,0,0.0,0
7359,Female,Loyal Customer,28,Business travel,Business,2198,3,3,3,3,4,4,4,4,4,5,5,3,5,4,0,0.0,1
7360,Female,Loyal Customer,39,Business travel,Eco,1452,4,1,3,1,4,4,4,4,1,2,2,4,1,4,5,0.0,1
7361,Male,Loyal Customer,55,Business travel,Business,369,5,5,5,5,2,4,4,5,5,5,5,3,5,4,1,0.0,1
7362,Male,disloyal Customer,24,Business travel,Eco,566,0,5,0,2,5,0,3,5,3,5,4,5,1,5,1,0.0,1
7363,Female,Loyal Customer,55,Business travel,Business,2585,5,5,3,5,4,5,4,5,5,5,5,4,5,4,0,10.0,1
7364,Female,disloyal Customer,28,Business travel,Eco,421,2,3,2,2,5,2,5,5,1,2,4,4,5,5,0,1.0,0
7365,Male,disloyal Customer,23,Business travel,Eco,140,4,5,4,2,5,4,5,5,4,3,5,3,5,5,0,0.0,1
7366,Female,Loyal Customer,55,Business travel,Eco,607,3,3,3,3,2,4,4,3,3,3,3,2,3,2,0,9.0,0
7367,Male,Loyal Customer,31,Personal Travel,Eco Plus,925,1,4,1,5,2,1,2,2,3,3,5,4,4,2,44,17.0,0
7368,Male,Loyal Customer,34,Business travel,Business,1562,1,3,1,1,5,4,2,5,5,5,5,3,5,3,0,0.0,1
7369,Female,Loyal Customer,45,Business travel,Eco,677,4,1,2,2,4,3,4,5,5,4,5,3,5,4,0,0.0,0
7370,Male,Loyal Customer,47,Business travel,Business,240,4,2,2,2,2,3,2,4,4,3,4,4,4,1,0,0.0,0
7371,Female,Loyal Customer,24,Business travel,Business,3948,2,2,2,2,3,3,3,3,5,5,4,5,4,3,14,12.0,1
7372,Male,Loyal Customer,46,Personal Travel,Eco,404,4,3,4,4,3,4,5,3,1,2,1,2,4,3,37,10.0,0
7373,Male,Loyal Customer,54,Business travel,Business,3434,1,5,4,5,3,3,4,1,1,2,1,4,1,1,6,4.0,0
7374,Female,Loyal Customer,51,Business travel,Business,1592,5,5,5,5,4,4,5,4,4,4,4,3,4,5,0,0.0,1
7375,Male,Loyal Customer,11,Personal Travel,Eco,1471,2,4,2,3,3,2,4,3,5,4,4,3,5,3,0,0.0,0
7376,Female,disloyal Customer,57,Business travel,Business,964,4,4,4,2,3,4,3,3,5,3,5,3,4,3,22,7.0,1
7377,Male,Loyal Customer,52,Business travel,Business,302,4,4,4,4,4,5,4,4,4,4,4,3,4,3,9,15.0,1
7378,Male,Loyal Customer,60,Business travel,Eco Plus,500,2,5,5,5,1,2,1,1,2,5,3,2,3,1,36,22.0,0
7379,Male,Loyal Customer,44,Business travel,Business,2813,5,2,5,5,5,5,4,4,4,4,4,5,4,5,0,3.0,1
7380,Female,Loyal Customer,31,Business travel,Business,723,4,4,4,4,5,5,5,5,3,4,4,4,5,5,1,0.0,1
7381,Male,disloyal Customer,27,Business travel,Business,1744,1,1,1,1,2,1,3,2,4,4,4,5,5,2,35,6.0,0
7382,Male,Loyal Customer,51,Business travel,Eco,1464,1,5,5,5,1,1,1,1,1,3,3,3,3,1,57,53.0,0
7383,Female,disloyal Customer,23,Business travel,Business,668,0,0,0,3,1,0,1,1,3,4,4,5,5,1,38,47.0,1
7384,Female,Loyal Customer,34,Business travel,Business,3813,2,4,4,4,1,4,4,2,2,2,2,4,2,4,0,0.0,0
7385,Male,disloyal Customer,26,Business travel,Eco,175,2,0,2,3,2,2,2,2,1,5,5,3,4,2,39,35.0,0
7386,Male,Loyal Customer,27,Personal Travel,Eco,109,5,5,5,2,1,5,1,1,5,3,4,5,4,1,0,0.0,1
7387,Female,disloyal Customer,26,Business travel,Eco,541,2,1,2,4,4,2,3,4,1,3,4,4,3,4,0,0.0,0
7388,Female,Loyal Customer,51,Business travel,Business,484,2,4,4,4,4,3,3,2,2,3,2,1,2,2,0,0.0,0
7389,Male,Loyal Customer,54,Business travel,Business,1933,5,5,5,5,2,5,4,3,3,3,3,3,3,5,11,6.0,1
7390,Male,Loyal Customer,29,Business travel,Business,2493,5,2,5,5,5,5,5,5,2,5,2,5,4,5,0,0.0,1
7391,Male,Loyal Customer,39,Business travel,Business,1599,1,1,1,1,2,5,4,4,4,4,4,3,4,3,0,0.0,1
7392,Female,Loyal Customer,41,Business travel,Business,2281,1,1,1,1,4,4,5,5,5,5,5,5,5,4,53,54.0,1
7393,Male,Loyal Customer,31,Personal Travel,Eco,808,2,5,1,3,2,1,2,2,4,5,2,3,5,2,4,1.0,0
7394,Male,Loyal Customer,32,Personal Travel,Eco,222,1,4,0,4,2,0,2,2,5,1,4,2,4,2,9,5.0,0
7395,Female,Loyal Customer,41,Personal Travel,Eco,354,1,3,1,3,2,1,2,2,2,5,3,2,3,2,0,0.0,0
7396,Female,Loyal Customer,42,Business travel,Eco,403,1,2,2,2,3,3,3,1,1,1,1,4,1,3,0,0.0,0
7397,Male,Loyal Customer,12,Personal Travel,Eco,447,2,4,3,2,3,3,3,3,5,5,4,5,5,3,80,105.0,0
7398,Female,Loyal Customer,53,Personal Travel,Eco Plus,447,1,3,1,1,1,4,4,5,3,4,2,4,4,4,138,158.0,0
7399,Male,Loyal Customer,54,Business travel,Business,187,5,5,5,5,2,5,5,5,5,5,5,5,5,4,0,0.0,1
7400,Male,disloyal Customer,20,Business travel,Eco,429,5,4,5,2,1,5,1,1,2,1,3,5,3,1,0,0.0,1
7401,Male,Loyal Customer,54,Business travel,Business,1609,4,4,4,4,2,3,2,4,4,4,4,1,4,3,0,0.0,0
7402,Male,Loyal Customer,47,Business travel,Business,2433,3,3,4,3,3,5,5,2,2,2,2,4,2,5,0,0.0,1
7403,Male,Loyal Customer,50,Business travel,Business,77,3,3,5,3,1,4,4,4,4,4,3,2,4,2,15,9.0,0
7404,Female,Loyal Customer,58,Personal Travel,Eco,190,2,3,0,1,4,3,4,5,5,0,5,2,5,4,0,0.0,0
7405,Female,Loyal Customer,33,Personal Travel,Eco,1034,2,5,2,2,5,2,2,5,3,2,4,5,4,5,26,21.0,0
7406,Female,Loyal Customer,34,Personal Travel,Eco,859,3,4,3,2,4,3,4,4,3,5,4,4,4,4,6,0.0,0
7407,Male,Loyal Customer,26,Personal Travel,Eco Plus,1739,3,5,3,2,2,3,2,2,5,4,5,4,4,2,0,0.0,0
7408,Female,Loyal Customer,70,Personal Travel,Eco,515,2,4,2,3,2,5,5,3,3,2,3,3,3,5,1,0.0,0
7409,Female,disloyal Customer,23,Business travel,Eco,1041,2,2,2,3,2,2,2,2,3,5,4,2,4,2,61,65.0,0
7410,Male,Loyal Customer,55,Personal Travel,Eco,347,1,4,1,4,5,1,5,5,4,5,4,3,4,5,0,0.0,0
7411,Female,Loyal Customer,58,Business travel,Business,1660,4,4,4,4,2,4,4,4,4,4,4,4,4,4,44,16.0,1
7412,Male,Loyal Customer,57,Business travel,Eco,799,3,3,3,3,3,3,3,3,1,1,1,1,2,3,0,15.0,0
7413,Female,Loyal Customer,56,Business travel,Business,252,3,3,3,3,5,4,5,5,5,5,5,3,5,4,0,0.0,1
7414,Female,Loyal Customer,52,Business travel,Business,377,5,5,5,5,5,2,2,3,3,3,3,3,3,2,0,0.0,1
7415,Male,Loyal Customer,30,Business travel,Eco Plus,634,5,3,3,3,5,5,5,5,2,4,5,2,5,5,0,0.0,1
7416,Male,Loyal Customer,33,Business travel,Business,1771,1,1,1,1,1,1,1,1,4,2,3,3,4,1,0,11.0,0
7417,Male,Loyal Customer,10,Personal Travel,Eco,985,2,5,2,3,1,2,1,1,3,5,4,4,5,1,0,0.0,0
7418,Male,Loyal Customer,41,Business travel,Business,1440,2,2,2,2,5,5,4,5,5,5,5,3,5,3,3,0.0,1
7419,Female,Loyal Customer,40,Business travel,Eco,2583,4,5,3,5,4,4,4,1,4,4,4,4,1,4,23,19.0,0
7420,Male,Loyal Customer,51,Business travel,Business,2173,1,1,1,1,2,5,5,5,5,5,5,5,5,5,0,0.0,1
7421,Male,Loyal Customer,41,Business travel,Business,1440,5,5,5,5,3,4,4,2,2,2,2,5,2,5,7,0.0,1
7422,Female,Loyal Customer,55,Personal Travel,Eco,516,2,4,2,3,1,5,3,2,2,2,2,1,2,3,0,0.0,0
7423,Male,disloyal Customer,30,Business travel,Eco,532,3,5,3,5,3,3,5,3,5,1,1,3,3,3,0,0.0,0
7424,Male,Loyal Customer,60,Business travel,Eco,158,2,4,4,4,2,2,2,2,1,2,2,3,3,2,26,20.0,0
7425,Male,Loyal Customer,52,Business travel,Business,2342,5,5,5,5,4,5,4,4,4,4,4,4,4,3,0,0.0,1
7426,Female,Loyal Customer,25,Personal Travel,Eco,978,4,5,4,2,5,4,5,5,4,3,4,5,5,5,0,0.0,0
7427,Male,disloyal Customer,23,Business travel,Eco,448,2,4,2,4,4,2,4,4,1,2,3,1,4,4,15,13.0,0
7428,Male,Loyal Customer,64,Personal Travel,Eco,1180,3,5,3,1,2,3,2,2,3,2,5,4,5,2,12,3.0,0
7429,Male,Loyal Customer,17,Personal Travel,Eco,308,1,1,1,2,3,1,3,3,4,4,2,3,1,3,1,0.0,0
7430,Female,Loyal Customer,47,Business travel,Business,489,3,3,3,3,2,5,4,4,4,4,4,4,4,5,47,36.0,1
7431,Male,disloyal Customer,25,Business travel,Eco Plus,529,3,4,2,4,2,2,1,2,3,3,4,4,3,2,25,26.0,0
7432,Female,Loyal Customer,66,Personal Travel,Eco,227,3,5,0,3,5,5,5,5,5,0,1,3,5,4,0,0.0,0
7433,Male,Loyal Customer,49,Business travel,Business,1820,3,3,3,3,3,4,5,3,3,4,3,3,3,5,0,2.0,1
7434,Male,disloyal Customer,39,Business travel,Business,1055,3,3,3,3,2,3,2,2,4,4,5,3,4,2,0,0.0,0
7435,Male,Loyal Customer,38,Business travel,Eco,404,5,4,4,4,5,5,5,5,1,4,1,2,5,5,0,0.0,1
7436,Female,Loyal Customer,62,Personal Travel,Eco,1576,0,4,0,3,2,3,4,3,3,0,2,1,3,4,0,0.0,1
7437,Female,Loyal Customer,42,Personal Travel,Eco,651,3,2,3,3,2,2,3,1,1,3,1,2,1,1,0,0.0,0
7438,Female,Loyal Customer,75,Business travel,Eco,205,4,2,5,5,2,2,1,4,4,4,4,5,4,2,0,0.0,1
7439,Female,Loyal Customer,37,Personal Travel,Eco,725,5,5,5,5,5,5,5,5,2,5,4,2,5,5,0,0.0,1
7440,Female,Loyal Customer,25,Business travel,Business,1586,2,2,2,2,5,5,5,5,3,4,5,1,3,5,98,100.0,1
7441,Female,Loyal Customer,50,Business travel,Business,1258,2,2,2,2,5,5,5,5,5,5,5,5,5,4,0,0.0,1
7442,Female,Loyal Customer,34,Business travel,Business,447,5,5,5,5,3,5,5,5,5,5,5,3,5,5,61,55.0,1
7443,Male,Loyal Customer,15,Personal Travel,Eco,1235,0,5,0,5,2,0,2,2,4,5,4,3,5,2,4,1.0,1
7444,Female,disloyal Customer,17,Business travel,Eco,731,5,5,5,4,4,5,5,4,2,4,3,3,3,4,9,0.0,1
7445,Male,Loyal Customer,55,Business travel,Business,3052,4,4,4,4,4,4,4,5,5,5,5,5,5,4,23,40.0,1
7446,Female,disloyal Customer,26,Business travel,Business,594,3,5,3,2,2,3,2,2,3,5,4,4,5,2,29,25.0,0
7447,Male,Loyal Customer,66,Personal Travel,Eco,1097,1,1,1,4,5,1,5,5,3,3,4,1,4,5,0,0.0,0
7448,Male,disloyal Customer,20,Business travel,Eco,1076,4,4,4,5,1,4,1,1,5,5,5,3,4,1,0,0.0,1
7449,Female,Loyal Customer,22,Personal Travel,Eco,1562,4,5,4,1,1,4,1,1,3,3,5,5,5,1,0,0.0,0
7450,Male,Loyal Customer,51,Business travel,Business,368,1,1,1,1,2,5,5,5,5,5,5,4,5,5,0,0.0,1
7451,Male,Loyal Customer,30,Personal Travel,Eco,1660,2,3,1,3,2,1,2,2,2,2,3,4,4,2,0,12.0,0
7452,Female,Loyal Customer,27,Business travel,Business,2115,3,3,3,3,4,4,4,4,5,3,5,3,4,4,0,0.0,1
7453,Male,Loyal Customer,32,Personal Travel,Eco,1199,3,4,3,4,3,3,1,3,4,3,3,4,3,3,84,115.0,0
7454,Male,Loyal Customer,32,Business travel,Eco,260,4,3,4,4,4,4,4,4,5,4,5,4,5,4,17,22.0,1
7455,Male,Loyal Customer,41,Business travel,Business,3697,4,1,4,4,2,4,5,3,3,4,3,5,3,3,0,0.0,1
7456,Male,Loyal Customer,30,Business travel,Business,1192,3,3,3,3,3,3,3,3,4,1,4,3,4,3,36,39.0,0
7457,Female,Loyal Customer,25,Personal Travel,Eco,1069,1,5,1,4,4,1,4,4,5,5,5,3,4,4,69,63.0,0
7458,Male,Loyal Customer,33,Business travel,Eco Plus,261,0,0,0,3,2,0,2,2,1,3,4,1,5,2,0,0.0,1
7459,Male,Loyal Customer,32,Personal Travel,Eco Plus,510,2,5,2,3,2,2,2,2,5,2,4,4,5,2,0,60.0,0
7460,Female,Loyal Customer,42,Business travel,Eco,862,2,3,3,3,5,4,4,2,2,2,2,3,2,4,66,59.0,0
7461,Male,Loyal Customer,40,Business travel,Business,503,2,2,2,2,2,4,5,5,5,5,5,3,5,4,0,0.0,1
7462,Male,Loyal Customer,42,Business travel,Eco,859,5,2,2,2,5,5,5,5,5,5,2,5,1,5,0,0.0,1
7463,Female,Loyal Customer,16,Business travel,Business,2402,2,2,2,2,5,5,5,5,4,2,5,3,4,5,0,0.0,1
7464,Male,disloyal Customer,45,Business travel,Eco,581,3,0,3,3,5,3,5,5,2,1,4,1,4,5,0,0.0,0
7465,Male,Loyal Customer,24,Business travel,Business,3037,3,3,3,3,3,3,3,3,3,2,2,4,2,3,0,0.0,0
7466,Female,Loyal Customer,37,Business travel,Eco,83,4,2,2,2,4,4,4,4,4,2,3,1,3,4,0,0.0,0
7467,Male,Loyal Customer,42,Business travel,Eco,109,4,2,2,2,4,4,4,4,5,2,3,5,4,4,0,0.0,1
7468,Male,disloyal Customer,50,Business travel,Eco,102,1,5,1,5,5,1,5,5,4,4,2,5,1,5,4,3.0,0
7469,Male,Loyal Customer,47,Personal Travel,Business,781,3,2,3,3,1,3,3,4,4,3,4,3,4,1,24,21.0,0
7470,Male,Loyal Customer,32,Business travel,Business,391,5,5,5,5,2,2,2,2,3,3,4,1,1,2,44,30.0,1
7471,Female,Loyal Customer,53,Personal Travel,Eco,300,3,4,3,2,3,5,4,1,1,3,1,5,1,5,0,0.0,0
7472,Female,Loyal Customer,28,Business travel,Eco Plus,684,2,4,4,4,2,2,2,2,2,3,3,1,4,2,0,0.0,0
7473,Female,Loyal Customer,61,Business travel,Business,1009,2,1,5,5,4,2,3,2,2,2,2,1,2,2,0,6.0,0
7474,Male,Loyal Customer,26,Business travel,Business,3338,2,1,1,1,2,2,2,2,4,1,4,3,3,2,0,0.0,0
7475,Male,Loyal Customer,28,Business travel,Business,1610,2,2,2,2,4,4,4,4,4,2,5,4,4,4,0,0.0,1
7476,Male,Loyal Customer,57,Business travel,Business,3228,1,1,1,1,5,5,4,5,5,5,5,3,5,5,15,49.0,1
7477,Female,Loyal Customer,40,Personal Travel,Business,1756,3,4,3,5,4,2,1,1,1,3,1,5,1,2,11,0.0,0
7478,Male,Loyal Customer,51,Personal Travel,Eco,352,2,5,4,3,4,4,5,4,5,2,4,5,4,4,63,56.0,0
7479,Male,Loyal Customer,43,Business travel,Business,1598,4,4,4,4,5,5,3,5,5,5,5,2,5,4,0,0.0,1
7480,Male,Loyal Customer,42,Business travel,Business,2626,5,5,5,5,2,4,4,4,4,4,4,4,4,5,0,0.0,1
7481,Female,Loyal Customer,30,Personal Travel,Business,405,1,4,1,4,3,1,3,3,2,2,3,4,4,3,0,0.0,0
7482,Male,Loyal Customer,36,Business travel,Business,2072,4,4,4,4,5,5,4,4,4,4,4,1,4,4,0,0.0,1
7483,Female,Loyal Customer,55,Business travel,Eco,985,2,2,2,2,3,4,3,2,2,2,2,2,2,4,0,4.0,0
7484,Male,disloyal Customer,65,Personal Travel,Eco,436,3,4,3,4,4,3,4,4,5,2,4,3,5,4,46,33.0,0
7485,Female,Loyal Customer,24,Personal Travel,Eco,337,3,4,3,4,3,3,3,3,3,4,3,5,2,3,0,0.0,0
7486,Male,Loyal Customer,30,Business travel,Business,775,5,2,5,5,5,5,5,5,1,3,1,2,1,5,0,0.0,1
7487,Male,Loyal Customer,53,Business travel,Eco,331,3,2,3,2,3,3,3,3,2,3,2,1,3,3,0,0.0,0
7488,Male,Loyal Customer,15,Business travel,Business,1783,2,2,2,2,5,5,5,5,3,2,4,4,4,5,0,0.0,1
7489,Female,Loyal Customer,19,Personal Travel,Eco,109,1,4,1,3,5,1,5,5,4,3,4,4,5,5,14,7.0,0
7490,Female,Loyal Customer,20,Business travel,Business,602,4,4,3,4,5,5,5,5,4,2,5,4,5,5,0,0.0,1
7491,Female,Loyal Customer,60,Personal Travel,Eco,2218,3,2,3,4,5,3,3,1,1,3,1,3,1,1,0,0.0,0
7492,Female,Loyal Customer,32,Personal Travel,Eco,399,1,4,1,4,1,1,1,1,4,4,4,5,5,1,0,0.0,0
7493,Male,Loyal Customer,36,Personal Travel,Eco Plus,1216,4,2,5,4,3,5,2,3,4,5,4,1,3,3,20,0.0,1
7494,Female,disloyal Customer,23,Business travel,Eco,683,0,0,0,2,2,0,2,2,3,2,3,2,2,2,6,4.0,1
7495,Male,Loyal Customer,46,Business travel,Business,644,4,4,3,4,2,5,4,5,5,5,5,3,5,4,15,0.0,1
7496,Female,Loyal Customer,52,Business travel,Business,2655,4,4,4,4,4,4,5,5,5,5,5,4,5,4,0,0.0,1
7497,Female,Loyal Customer,55,Business travel,Business,1813,4,4,4,4,5,3,3,4,4,4,4,1,4,3,26,11.0,0
7498,Female,Loyal Customer,22,Personal Travel,Eco,986,3,4,3,3,2,3,2,2,3,3,5,3,4,2,8,66.0,0
7499,Male,disloyal Customer,36,Business travel,Business,583,2,2,2,3,4,2,4,4,4,5,4,3,5,4,1,0.0,0
7500,Female,Loyal Customer,60,Personal Travel,Eco,1546,2,2,2,3,2,3,3,2,2,2,2,2,2,2,16,5.0,0
7501,Female,Loyal Customer,39,Business travel,Business,107,5,5,5,5,5,5,2,5,5,5,5,4,5,5,6,14.0,1
7502,Male,Loyal Customer,59,Business travel,Business,109,0,5,0,2,3,4,5,2,2,2,2,5,2,4,0,0.0,1
7503,Male,Loyal Customer,42,Business travel,Business,3611,3,3,3,3,2,4,3,5,5,5,5,1,5,1,0,0.0,1
7504,Male,Loyal Customer,26,Personal Travel,Eco,1846,5,4,5,3,3,5,5,3,3,1,2,2,4,3,0,2.0,1
